ticker,week,weekly_close,weekly_return,next_week_return,lag1_return,news_count,fda_mention_count,regulatory_event_flag,week_start
PFE,2025-12-15/2025-12-21,24.774993896484375,-0.025531898612414894,-0.003969903686376397,-0.006915093584758059,0.0,0.0,0.0,2025-12-15
PFE,2025-12-22/2025-12-28,24.67663955688477,-0.003969903686376397,0.003587123056044028,-0.025531898612414894,0.0,0.0,0.0,2025-12-22
PFE,2025-12-29/2026-01-04,24.76515769958496,0.003587123056044028,0.011914210292223393,-0.003969903686376397,0.0,0.0,0.0,2025-12-29
PFE,2026-01-05/2026-01-11,25.06021499633789,0.011914210292223393,0.006671857411310045,0.003587123056044028,0.0,0.0,0.0,2026-01-05
PFE,2026-01-12/2026-01-18,25.22741317749023,0.006671857411310045,0.016751080979523714,0.011914210292223393,0.0,0.0,0.0,2026-01-12
PFE,2026-01-19/2026-01-25,25.649999618530273,0.016751080979523714,0.030799256424028476,0.006671857411310045,0.0,0.0,0.0,2026-01-19
PFE,2026-01-26/2026-02-01,26.440000534057617,0.030799256424028476,0.029500709664969538,0.016751080979523714,0.0,0.0,0.0,2026-01-26
PFE,2026-02-02/2026-02-08,27.219999313354492,0.029500709664969538,0.013225592190773572,0.030799256424028476,0.0,0.0,0.0,2026-02-02
PFE,2026-02-09/2026-02-15,27.579999923706055,0.013225592190773572,-0.03372009817797028,0.029500709664969538,0.0,0.0,0.0,2026-02-09
PFE,2026-02-16/2026-02-22,26.649999618530273,-0.03372009817797028,0.03752345269471147,0.013225592190773572,0.0,0.0,0.0,2026-02-16
PFE,2026-02-23/2026-03-01,27.649999618530273,0.03752345269471147,-0.021699833263926105,-0.03372009817797028,5.0,0.0,0.0,2026-02-23
PFE,2026-03-02/2026-03-08,27.049999237060547,-0.021699833263926105,-0.01737520615936128,0.03752345269471147,85.0,0.0,0.0,2026-03-02
REGN,2025-12-01/2025-12-07,717.4968872070312,-0.07924995741064556,0.03191995147109816,0.03213386229963877,0.0,0.0,0.0,2025-12-01
REGN,2025-12-08/2025-12-14,740.3993530273438,0.03191995147109816,0.03597788190841045,-0.07924995741064556,0.0,0.0,0.0,2025-12-08
REGN,2025-12-15/2025-12-21,767.037353515625,0.03597788190841045,0.022149510548939544,0.03191995147109816,0.0,0.0,0.0,2025-12-15
REGN,2025-12-22/2025-12-28,784.02685546875,0.022149510548939544,-0.011032193696529857,0.03597788190841045,47.0,0.0,0.0,2025-12-22
REGN,2025-12-29/2026-01-04,775.3773193359375,-0.011032193696529857,0.026071999661203327,0.022149510548939544,8.0,0.0,0.0,2025-12-29
REGN,2026-01-05/2026-01-11,795.5929565429688,0.026071999661203327,-0.07973136928706148,-0.011032193696529857,18.0,0.0,0.0,2026-01-05
REGN,2026-01-12/2026-01-18,732.1592407226562,-0.07973136928706148,0.027979449630980202,0.026071999661203327,19.0,0.0,0.0,2026-01-12
REGN,2026-01-19/2026-01-25,752.6446533203125,0.027979449630980202,-0.01605731093077556,-0.07973136928706148,23.0,0.0,0.0,2026-01-19
REGN,2026-01-26/2026-02-01,740.5592041015625,-0.01605731093077556,0.05942412144011344,0.027979449630980202,18.0,0.0,0.0,2026-01-26
REGN,2026-02-02/2026-02-08,784.5662841796875,0.05942412144011344,0.02248214493259626,-0.01605731093077556,14.0,0.0,0.0,2026-02-02
REGN,2026-02-09/2026-02-15,802.2050170898438,0.02248214493259626,-0.02809136529890799,0.05942412144011344,12.0,0.0,0.0,2026-02-09
REGN,2026-02-16/2026-02-22,779.6699829101562,-0.02809136529890799,0.0025651878921064686,0.02248214493259626,13.0,0.0,0.0,2026-02-16
REGN,2026-02-23/2026-03-01,781.6699829101562,0.0025651878921064686,-0.0279017974790271,-0.02809136529890799,20.0,0.0,0.0,2026-02-23
REGN,2026-03-02/2026-03-08,759.8599853515625,-0.0279017974790271,-0.018542844855547358,0.0025651878921064686,13.0,0.0,0.0,2026-03-02
SYK,2025-12-01/2025-12-07,363.1153869628906,-0.01928984559864777,-0.027278667637652076,0.007901818012951756,0.0,0.0,0.0,2025-12-01
SYK,2025-12-08/2025-12-14,353.2100830078125,-0.027278667637652076,0.0031347881127923305,-0.01928984559864777,0.0,0.0,0.0,2025-12-08
SYK,2025-12-15/2025-12-21,354.31732177734375,0.0031347881127923305,-0.002759022830649105,-0.027278667637652076,0.0,0.0,0.0,2025-12-15
SYK,2025-12-22/2025-12-28,353.3397521972656,-0.002759022830649105,-0.014602827701661325,0.0031347881127923305,0.0,0.0,0.0,2025-12-22
SYK,2025-12-29/2026-01-04,348.17999267578125,-0.014602827701661325,0.055603470263635435,-0.002759022830649105,0.0,0.0,0.0,2025-12-29
SYK,2026-01-05/2026-01-11,367.5400085449219,0.055603470263635435,-0.010230205360528655,-0.014602827701661325,0.0,0.0,0.0,2026-01-05
SYK,2026-01-12/2026-01-18,363.7799987792969,-0.010230205360528655,-0.02402548315933528,0.055603470263635435,0.0,0.0,0.0,2026-01-12
SYK,2026-01-19/2026-01-25,355.0400085449219,-0.02402548315933528,0.040896768432323594,-0.010230205360528655,0.0,0.0,0.0,2026-01-19
SYK,2026-01-26/2026-02-01,369.55999755859375,0.040896768432323594,-0.030495695118855526,-0.02402548315933528,0.0,0.0,0.0,2026-01-26
SYK,2026-02-02/2026-02-08,358.2900085449219,-0.030495695118855526,0.02165837467687548,0.040896768432323594,0.0,0.0,0.0,2026-02-02
SYK,2026-02-09/2026-02-15,366.0499877929687,0.02165837467687548,0.03873794199217229,-0.030495695118855526,0.0,0.0,0.0,2026-02-09
SYK,2026-02-16/2026-02-22,380.2300109863281,0.03873794199217229,0.019014754911100384,0.02165837467687548,0.0,0.0,0.0,2026-02-16
SYK,2026-02-23/2026-03-01,387.4599914550781,0.019014754911100384,-0.059102860686299774,0.03873794199217229,5.0,0.0,0.0,2026-02-23
SYK,2026-03-02/2026-03-08,364.55999755859375,-0.059102860686299774,-0.07622890259772763,0.019014754911100384,31.0,0.0,0.0,2026-03-02
UNH,2025-12-01/2025-12-07,326.1642761230469,0.0034569747940345064,0.03997576290839855,0.030627773561550775,0.0,0.0,0.0,2025-12-01
UNH,2025-12-08/2025-12-14,339.20294189453125,0.03997576290839855,-0.04218343820360981,0.0034569747940345064,0.0,0.0,0.0,2025-12-08
UNH,2025-12-15/2025-12-21,324.8941955566406,-0.04218343820360981,0.013468834176691091,0.03997576290839855,0.0,0.0,0.0,2025-12-15
UNH,2025-12-22/2025-12-28,329.2701416015625,0.013468834176691091,0.013772155286924548,-0.04218343820360981,0.0,0.0,0.0,2025-12-22
UNH,2025-12-29/2026-01-04,333.8049011230469,0.013772155286924548,0.02253275906031016,0.013468834176691091,0.0,0.0,0.0,2025-12-29
UNH,2026-01-05/2026-01-11,341.3264465332031,0.02253275906031016,-0.037676677319721796,0.013772155286924548,0.0,0.0,0.0,2026-01-05
UNH,2026-01-12/2026-01-18,328.4664001464844,-0.037676677319721796,0.07624916300348583,0.02253275906031016,0.0,0.0,0.0,2026-01-12
UNH,2026-01-19/2026-01-25,353.5116882324219,0.07624916300348583,-0.1946050676841964,-0.037676677319721796,0.0,0.0,0.0,2026-01-19
UNH,2026-01-26/2026-02-01,284.7165222167969,-0.1946050676841964,-0.03582750840846083,0.07624916300348583,0.0,0.0,0.0,2026-01-26
UNH,2026-02-02/2026-02-08,274.5158386230469,-0.03582750840846083,0.05978665608340328,-0.1946050676841964,14.0,0.0,0.0,2026-02-02
UNH,2026-02-09/2026-02-15,290.92822265625,0.05978665608340328,-0.010880260178812051,-0.03582750840846083,38.0,0.0,0.0,2026-02-09
UNH,2026-02-16/2026-02-22,287.7628479003906,-0.010880260178812051,0.011275781429872733,0.05978665608340328,41.0,0.0,0.0,2026-02-16
UNH,2026-02-23/2026-03-01,291.0075988769531,0.011275781429872733,-0.023152589044769134,-0.010880260178812051,63.0,0.0,0.0,2026-02-23
UNH,2026-03-02/2026-03-08,284.27001953125,-0.023152589044769134,-0.007668846672449492,0.011275781429872733,32.0,0.0,0.0,2026-03-02
VRTX,2025-12-01/2025-12-07,455.4800109863281,0.0504370894896109,-0.007552477295232007,0.01605111872993792,0.0,0.0,0.0,2025-12-01
VRTX,2025-12-08/2025-12-14,452.0400085449219,-0.007552477295232007,0.009202733349864545,0.0504370894896109,0.0,0.0,0.0,2025-12-08
VRTX,2025-12-15/2025-12-21,456.2000122070313,0.009202733349864545,0.014686500460706853,-0.007552477295232007,0.0,0.0,0.0,2025-12-15
VRTX,2025-12-22/2025-12-28,462.8999938964844,0.014686500460706853,-0.023266340798613894,0.009202733349864545,0.0,0.0,0.0,2025-12-22
VRTX,2025-12-29/2026-01-04,452.1300048828125,-0.023266340798613894,0.025943822223854163,0.014686500460706853,0.0,0.0,0.0,2025-12-29
VRTX,2026-01-05/2026-01-11,463.8599853515625,0.025943822223854163,-0.04850601627762119,-0.023266340798613894,0.0,0.0,0.0,2026-01-05
VRTX,2026-01-12/2026-01-18,441.3599853515625,-0.04850601627762119,0.06128788111364547,0.025943822223854163,0.0,0.0,0.0,2026-01-12
VRTX,2026-01-19/2026-01-25,468.4100036621094,0.06128788111364547,0.0031809530597681768,-0.04850601627762119,0.0,0.0,0.0,2026-01-19
VRTX,2026-01-26/2026-02-01,469.8999938964844,0.0031809530597681768,0.017067502948333146,0.06128788111364547,0.0,0.0,0.0,2026-01-26
VRTX,2026-02-02/2026-02-08,477.9200134277344,0.017067502948333146,0.02835199910500852,0.0031809530597681768,0.0,0.0,0.0,2026-02-02
VRTX,2026-02-09/2026-02-15,491.4700012207031,0.02835199910500852,-0.029645771436771495,0.017067502948333146,10.0,0.0,0.0,2026-02-09
VRTX,2026-02-16/2026-02-22,476.8999938964844,-0.029645771436771495,0.041790716986478404,0.02835199910500852,36.0,0.0,0.0,2026-02-16
VRTX,2026-02-23/2026-03-01,496.8299865722656,0.041790716986478404,-0.08079219293463658,-0.029645771436771495,62.0,0.0,0.0,2026-02-23
VRTX,2026-03-02/2026-03-08,456.69000244140625,-0.08079219293463658,0.02769930112080221,0.041790716986478404,53.0,0.0,0.0,2026-03-02
