ticker,week,weekly_close,weekly_return,next_week_return,lag1_return,news_count,fda_mention_count,regulatory_event_flag,week_start
MRK,2025-12-29/2026-01-04,106.4499969482422,-0.0030904835627199034,0.038327871752203535,0.05628650358624565,0.0,0.0,0.0,2025-12-29
MRK,2026-01-05/2026-01-11,110.52999877929688,0.038327871752203535,-0.015380412259270004,-0.0030904835627199034,0.0,0.0,0.0,2026-01-05
MRK,2026-01-12/2026-01-18,108.83000183105467,-0.015380412259270004,-0.005972631764611602,0.038327871752203535,0.0,0.0,0.0,2026-01-12
MRK,2026-01-19/2026-01-25,108.18000030517578,-0.005972631764611602,0.019319618524632487,-0.015380412259270004,0.0,0.0,0.0,2026-01-19
MRK,2026-01-26/2026-02-01,110.2699966430664,0.019319618524632487,0.10574049167564326,-0.005972631764611602,0.0,0.0,0.0,2026-01-26
MRK,2026-02-02/2026-02-08,121.93000030517578,0.10574049167564326,-0.004264714522799307,0.019319618524632487,0.0,0.0,0.0,2026-02-02
MRK,2026-02-09/2026-02-15,121.41000366210938,-0.004264714522799307,0.007001057972839675,0.10574049167564326,0.0,0.0,0.0,2026-02-09
MRK,2026-02-16/2026-02-22,122.26000213623048,0.007001057972839675,0.012759672266776878,-0.004264714522799307,11.0,0.0,0.0,2026-02-16
MRK,2026-02-23/2026-03-01,123.81999969482422,0.012759672266776878,-0.06485219511458729,0.007001057972839675,67.0,0.0,0.0,2026-02-23
MRK,2026-03-02/2026-03-08,115.79000091552734,-0.06485219511458729,-0.0015545410117674408,0.012759672266776878,65.0,0.0,0.0,2026-03-02
MRNA,2025-12-01/2025-12-07,27.700000762939453,0.0662048210550148,0.06353784379269589,0.09527825861316286,0.0,0.0,0.0,2025-12-01
MRNA,2025-12-08/2025-12-14,29.459999084472656,0.06353784379269589,0.14731840758526538,0.0662048210550148,0.0,0.0,0.0,2025-12-08
MRNA,2025-12-15/2025-12-21,33.79999923706055,0.14731840758526538,-0.07692303351505059,0.06353784379269589,0.0,0.0,0.0,2025-12-15
MRNA,2025-12-22/2025-12-28,31.200000762939453,-0.07692303351505059,-0.010897440521596358,0.14731840758526538,0.0,0.0,0.0,2025-12-22
MRNA,2025-12-29/2026-01-04,30.86000061035156,-0.010897440521596358,0.11147111337240512,-0.07692303351505059,0.0,0.0,0.0,2025-12-29
MRNA,2026-01-05/2026-01-11,34.29999923706055,0.11147111337240512,0.21953360820655954,-0.010897440521596358,0.0,0.0,0.0,2026-01-05
MRNA,2026-01-12/2026-01-18,41.83000183105469,0.21953360820655954,0.1644751841323191,0.11147111337240512,0.0,0.0,0.0,2026-01-12
MRNA,2026-01-19/2026-01-25,48.709999084472656,0.1644751841323191,-0.09525763656044772,0.21953360820655954,0.0,0.0,0.0,2026-01-19
MRNA,2026-01-26/2026-02-01,44.06999969482422,-0.09525763656044772,-0.0694350214313797,0.1644751841323191,0.0,0.0,0.0,2026-01-26
MRNA,2026-02-02/2026-02-08,41.0099983215332,-0.0694350214313797,0.029748872729471243,-0.09525763656044772,0.0,0.0,0.0,2026-02-02
MRNA,2026-02-09/2026-02-15,42.22999954223633,0.029748872729471243,0.18091402965816505,-0.0694350214313797,0.0,0.0,0.0,2026-02-09
MRNA,2026-02-16/2026-02-22,49.869998931884766,0.18091402965816505,0.074192918431643,0.029748872729471243,17.0,0.0,0.0,2026-02-16
MRNA,2026-02-23/2026-03-01,53.56999969482422,0.074192918431643,-0.019600508550348117,0.18091402965816505,63.0,0.0,0.0,2026-02-23
MRNA,2026-03-02/2026-03-08,52.52000045776367,-0.019600508550348117,0.0007616320483376793,0.074192918431643,129.0,0.0,0.0,2026-03-02
PFE,2025-12-01/2025-12-07,25.601154327392575,0.01126654214671019,-0.006915093584758059,0.027955254244849126,0.0,0.0,0.0,2025-12-01
PFE,2025-12-08/2025-12-14,25.42411994934082,-0.006915093584758059,-0.025531898612414894,0.01126654214671019,0.0,0.0,0.0,2025-12-08
